id_vente,date_vente,client,produit,quantite,prix_unitaire,remise,montant_total,point_vente,mois,annee,semaine
V09455,2025-08-23,Karim Ait Ali,FLORAL INTENSE,4,433.61,0.0,1734.44,Casablanca Anfa,8,2025,34
V09456,2024-04-25,Mohamed Rachid,MUSC BLANC,2,371.59,0.0,743.18,Casablanca Anfa,4,2024,17
V09457,2024-03-24,Sara El Amrani,MUSC BLANC,2,358.19,0.0,716.38,Rabat Agdal,3,2024,12
V09458,2024-01-23,Karim Rachid,AMBER NIGHT,2,670.11,10.0,1340.22,Tanger Corniche,1,2024,4
V09459,2024-08-22,Sara Mehdi,OUD ROYAL,4,764.2,0.0,3056.8,Rabat Agdal,8,2024,34
V09460,2024-12-16,Sara Bouziane,BOIS MYSTIQUE,2,545.27,0.0,1090.54,Agadir Marina,12,2024,51
V09461,2025-09-16,Mohamed Mehdi,ROSE ÉLÉGANCE,3,417.3,0.0,1251.9,Marrakech Gueliz,9,2025,38
V09462,2024-04-12,Youssef Rachid,JASMIN PURE,5,439.71,20.0,2198.5499999999997,Rabat Agdal,4,2024,15
V09463,2024-03-15,Youssef Ait Ali,MUSC BLANC,4,379.66,15.0,1518.64,Agadir Marina,3,2024,11
V09464,2025-04-07,Karim Bouziane,BOIS MYSTIQUE,4,585.42,0.0,2341.68,Tanger Corniche,4,2025,15
V09465,2025-02-12,Omar Khadiri,SANTAL SUAVE,2,500.99,0.0,1001.98,Casablanca Anfa,2,2025,7
V09466,2025-05-14,Karim Hassan,ROSE ÉLÉGANCE,2,486.05,0.0,972.1,Rabat Hay Riad,5,2025,20
V09467,2025-05-20,Amal Rachid,BOIS MYSTIQUE,2,600.91,15.0,1201.82,Casablanca Maarif,5,2025,21
V09468,2025-06-21,Omar Khadiri,FLORAL INTENSE,4,362.45,10.0,1449.8,Casablanca Anfa,6,2025,25
V09469,2024-12-11,Mohamed Ait Ali,VANILLE INTENSE,5,474.57,0.0,2372.85,Agadir Marina,12,2024,50
V09470,2025-05-05,Amal Khadiri,OUD ROYAL,1,762.21,5.0,762.21,Rabat Hay Riad,5,2025,19
V09471,2025-07-10,Sara Zahra,BOIS MYSTIQUE,4,641.03,20.0,2564.12,Casablanca Anfa,7,2025,28
V09472,2024-09-27,Omar Ouardi,JASMIN PURE,2,378.55,0.0,757.1,Agadir Marina,9,2024,39
V09473,2025-03-11,Sara Mehdi,ROSE ÉLÉGANCE,4,438.09,5.0,1752.36,Agadir Marina,3,2025,11
V09474,2024-08-22,Nadia Mehdi,FLORAL INTENSE,4,396.11,0.0,1584.44,Rabat Hay Riad,8,2024,34
V09475,2024-01-10,Sara Ait Ali,VANILLE INTENSE,4,453.98,0.0,1815.92,Rabat Agdal,1,2024,2
V09476,2025-09-08,Fatima Zahra,BOIS MYSTIQUE,5,645.3,20.0,3226.5,Marrakech Gueliz,9,2025,37
V09477,2024-07-20,Karim Mehdi,ROSE ÉLÉGANCE,3,424.54,0.0,1273.6200000000001,Rabat Agdal,7,2024,29
V09478,2024-09-14,Imane El Amrani,CITRUS BREEZE,4,320.18,10.0,1280.72,Rabat Hay Riad,9,2024,37
V09479,2025-03-30,Omar Benali,FLORAL INTENSE,3,380.03,0.0,1140.09,Agadir Marina,3,2025,13
V09480,2024-06-24,Mohamed Mehdi,VANILLE INTENSE,3,508.03,10.0,1524.09,Agadir Marina,6,2024,26
V09481,2024-01-07,Omar Hassan,BOIS MYSTIQUE,3,608.62,0.0,1825.8600000000001,Casablanca Anfa,1,2024,1
V09482,2025-06-02,Nadia Bouziane,OUD ROYAL,1,726.98,0.0,726.98,Tanger Corniche,6,2025,23
V09483,2025-06-17,Fatima Ouardi,BOIS MYSTIQUE,4,547.86,10.0,2191.44,Rabat Hay Riad,6,2025,25
V09484,2024-03-25,Fatima Zahra,AMBER NIGHT,1,647.37,0.0,647.37,Agadir Marina,3,2024,13
V09485,2025-04-08,Amal El Amrani,ROSE ÉLÉGANCE,3,441.1,5.0,1323.3000000000002,Rabat Agdal,4,2025,15
V09486,2025-02-25,Lina Ait Ali,CITRUS BREEZE,2,347.64,0.0,695.28,Rabat Agdal,2,2025,9
V09487,2024-12-14,Imane Mehdi,CITRUS BREEZE,3,342.24,15.0,1026.72,Tanger Corniche,12,2024,50
V09488,2025-07-18,Fatima Rachid,CITRUS BREEZE,4,345.7,0.0,1382.8,Rabat Hay Riad,7,2025,29
V09489,2024-01-29,Karim Khadiri,OUD ROYAL,1,770.76,0.0,770.76,Marrakech Gueliz,1,2024,5
V09490,2024-11-25,Omar Rachid,OUD ROYAL,3,806.98,0.0,2420.94,Agadir Marina,11,2024,48
V09491,2025-08-14,Omar Ait Ali,BOIS MYSTIQUE,1,605.38,15.0,605.38,Casablanca Maarif,8,2025,33
V09492,2025-09-04,Nadia Rachid,JASMIN PURE,2,436.0,0.0,872.0,Casablanca Anfa,9,2025,36
V09493,2025-03-05,Lina Mehdi,SANTAL SUAVE,1,551.22,5.0,551.22,Tanger Corniche,3,2025,10
V09494,2024-04-22,Sara Zahra,SANTAL SUAVE,4,496.24,0.0,1984.96,Rabat Agdal,4,2024,17
V09495,2024-08-19,Nadia Mehdi,ROSE ÉLÉGANCE,3,445.11,5.0,1335.33,Rabat Agdal,8,2024,34
V09496,2025-05-17,Lina Khadiri,BOIS MYSTIQUE,2,623.85,0.0,1247.7,Marrakech Gueliz,5,2025,20
V09497,2025-07-07,Youssef El Amrani,CITRUS BREEZE,2,310.01,0.0,620.02,Casablanca Anfa,7,2025,28
V09498,2025-09-21,Imane El Amrani,JASMIN PURE,3,383.92,10.0,1151.76,Casablanca Anfa,9,2025,38
V09499,2025-03-28,Imane Hassan,OUD ROYAL,4,705.38,15.0,2821.52,Agadir Marina,3,2025,13
V09500,2024-07-22,Omar Benali,SANTAL SUAVE,4,510.66,0.0,2042.64,Agadir Marina,7,2024,30
V09501,2025-02-07,Youssef El Amrani,JASMIN PURE,5,383.5,0.0,1917.5,Agadir Marina,2,2025,6
V09502,2024-08-24,Amal Ait Ali,ROSE ÉLÉGANCE,2,444.03,0.0,888.06,Casablanca Anfa,8,2024,34
V09503,2025-06-09,Karim Zahra,JASMIN PURE,5,440.71,0.0,2203.5499999999997,Marrakech Gueliz,6,2025,24
V09504,2024-08-05,Mohamed Ait Ali,ROSE ÉLÉGANCE,5,476.48,0.0,2382.4,Marrakech Gueliz,8,2024,32
V09505,2024-06-11,Sara Ait Ali,SANTAL SUAVE,3,564.14,20.0,1692.42,Rabat Agdal,6,2024,24
V09506,2025-05-30,Imane Rachid,AMBER NIGHT,3,670.95,15.0,2012.8500000000001,Rabat Agdal,5,2025,22
V09507,2025-06-17,Fatima Rachid,JASMIN PURE,5,384.4,15.0,1922.0,Casablanca Anfa,6,2025,25
V09508,2024-08-05,Nadia Khadiri,BOIS MYSTIQUE,1,658.2,5.0,658.2,Casablanca Anfa,8,2024,32
V09509,2024-07-26,Imane Bouziane,MUSC BLANC,2,415.24,10.0,830.48,Rabat Hay Riad,7,2024,30
V09510,2024-02-23,Omar El Amrani,SANTAL SUAVE,3,529.12,0.0,1587.3600000000001,Agadir Marina,2,2024,8
V09511,2024-03-02,Lina Benali,JASMIN PURE,3,389.8,0.0,1169.4,Rabat Agdal,3,2024,9
V09512,2024-12-31,Nadia Ouardi,OUD ROYAL,5,818.18,0.0,4090.8999999999996,Marrakech Gueliz,12,2024,1
V09513,2025-05-02,Omar Rachid,BOIS MYSTIQUE,3,625.38,0.0,1876.1399999999999,Agadir Marina,5,2025,18
V09514,2025-03-19,Youssef Khadiri,ROSE ÉLÉGANCE,3,418.34,0.0,1255.02,Tanger Corniche,3,2025,12
V09515,2024-01-29,Sara El Amrani,SANTAL SUAVE,1,536.43,10.0,536.43,Tanger Corniche,1,2024,5
V09516,2025-01-16,Lina El Amrani,VANILLE INTENSE,2,485.28,0.0,970.56,Marrakech Gueliz,1,2025,3
V09517,2024-10-24,Karim Hassan,CITRUS BREEZE,2,341.66,0.0,683.32,Casablanca Anfa,10,2024,43
V09518,2024-02-08,Fatima Rachid,FLORAL INTENSE,3,389.37,0.0,1168.1100000000001,Casablanca Anfa,2,2024,6
V09519,2025-03-06,Imane Benali,MUSC BLANC,4,415.81,0.0,1663.24,Casablanca Maarif,3,2025,10
V09520,2024-03-09,Sara Ouardi,FLORAL INTENSE,3,398.69,15.0,1196.07,Rabat Agdal,3,2024,10
V09521,2025-06-03,Omar Khadiri,FLORAL INTENSE,4,404.45,5.0,1617.8,Tanger Corniche,6,2025,23
V09522,2024-04-05,Youssef Hassan,OUD ROYAL,5,727.57,0.0,3637.8500000000004,Agadir Marina,4,2024,14
V09523,2024-04-19,Youssef Hassan,JASMIN PURE,1,420.1,0.0,420.1,Rabat Hay Riad,4,2024,16
V09524,2024-12-02,Omar El Amrani,FLORAL INTENSE,5,407.17,0.0,2035.8500000000001,Agadir Marina,12,2024,49
V09525,2025-03-15,Lina Bouziane,SANTAL SUAVE,2,546.31,10.0,1092.62,Casablanca Maarif,3,2025,11
V09526,2025-05-30,Imane El Amrani,SANTAL SUAVE,3,547.45,15.0,1642.3500000000001,Rabat Hay Riad,5,2025,22
V09527,2025-02-15,Lina El Amrani,ROSE ÉLÉGANCE,1,479.56,10.0,479.56,Tanger Corniche,2,2025,7
V09528,2024-03-12,Nadia Ait Ali,ROSE ÉLÉGANCE,4,464.01,0.0,1856.04,Agadir Marina,3,2024,11
V09529,2024-12-13,Nadia Benali,ROSE ÉLÉGANCE,2,486.11,0.0,972.22,Agadir Marina,12,2024,50
V09530,2025-03-02,Youssef Ait Ali,CITRUS BREEZE,2,325.7,0.0,651.4,Rabat Agdal,3,2025,9
V09531,2025-04-15,Amal Khadiri,MUSC BLANC,4,402.51,0.0,1610.04,Rabat Agdal,4,2025,16
V09532,2025-04-01,Fatima Khadiri,MUSC BLANC,1,397.0,10.0,397.0,Tanger Corniche,4,2025,14
V09533,2024-01-05,Youssef Khadiri,CITRUS BREEZE,1,335.85,0.0,335.85,Casablanca Anfa,1,2024,1
V09534,2024-06-09,Nadia Khadiri,CITRUS BREEZE,4,325.63,5.0,1302.52,Tanger Corniche,6,2024,23
V09535,2024-05-17,Sara El Amrani,MUSC BLANC,3,352.75,0.0,1058.25,Marrakech Gueliz,5,2024,20
V09536,2025-06-05,Imane Rachid,MUSC BLANC,1,353.19,20.0,353.19,Agadir Marina,6,2025,23
V09537,2025-02-07,Lina Mehdi,OUD ROYAL,1,757.65,5.0,757.65,Casablanca Maarif,2,2025,6
V09538,2025-08-25,Fatima Mehdi,JASMIN PURE,3,394.14,20.0,1182.42,Casablanca Maarif,8,2025,35
V09539,2024-07-15,Mohamed Mehdi,VANILLE INTENSE,4,474.96,10.0,1899.84,Tanger Corniche,7,2024,29
V09540,2025-06-21,Omar Mehdi,VANILLE INTENSE,3,483.13,20.0,1449.3899999999999,Casablanca Maarif,6,2025,25
V09541,2025-09-14,Omar Hassan,JASMIN PURE,1,438.8,5.0,438.8,Agadir Marina,9,2025,37
V09542,2024-05-03,Imane Khadiri,MUSC BLANC,2,384.08,0.0,768.16,Casablanca Anfa,5,2024,18
V09543,2024-08-18,Nadia Khadiri,AMBER NIGHT,3,653.64,5.0,1960.92,Agadir Marina,8,2024,33
V09544,2025-04-28,Sara Zahra,FLORAL INTENSE,3,424.46,0.0,1273.3799999999999,Rabat Hay Riad,4,2025,18
V09545,2024-12-09,Amal Hassan,FLORAL INTENSE,3,375.37,10.0,1126.1100000000001,Casablanca Maarif,12,2024,50
V09546,2024-07-25,Fatima Ouardi,ROSE ÉLÉGANCE,4,408.08,0.0,1632.32,Casablanca Anfa,7,2024,30
V09547,2024-11-02,Nadia Ouardi,OUD ROYAL,3,776.17,0.0,2328.5099999999998,Casablanca Anfa,11,2024,44
V09548,2025-04-26,Youssef Hassan,JASMIN PURE,4,421.19,0.0,1684.76,Tanger Corniche,4,2025,17
V09549,2024-12-30,Karim Rachid,ROSE ÉLÉGANCE,1,429.84,15.0,429.84,Rabat Hay Riad,12,2024,1
V09550,2024-11-07,Mohamed Hassan,SANTAL SUAVE,3,510.37,15.0,1531.1100000000001,Rabat Agdal,11,2024,45
V09551,2025-04-22,Karim Hassan,MUSC BLANC,2,410.61,20.0,821.22,Rabat Hay Riad,4,2025,17
V09552,2024-12-19,Karim Hassan,VANILLE INTENSE,3,481.23,20.0,1443.69,Tanger Corniche,12,2024,51
V09553,2024-05-03,Lina Khadiri,CITRUS BREEZE,5,308.13,0.0,1540.65,Marrakech Gueliz,5,2024,18
V09554,2024-09-04,Fatima Ouardi,VANILLE INTENSE,1,456.01,0.0,456.01,Rabat Hay Riad,9,2024,36
V09555,2024-05-27,Mohamed Mehdi,FLORAL INTENSE,2,429.09,0.0,858.18,Rabat Agdal,5,2024,22
V09556,2025-09-07,Imane Benali,JASMIN PURE,5,407.79,0.0,2038.95,Rabat Hay Riad,9,2025,36
V09557,2025-09-15,Imane Benali,CITRUS BREEZE,3,290.25,5.0,870.75,Rabat Hay Riad,9,2025,38
V09558,2025-05-20,Amal Mehdi,SANTAL SUAVE,4,586.66,0.0,2346.64,Rabat Hay Riad,5,2025,21
V09559,2024-05-13,Fatima Bouziane,AMBER NIGHT,4,694.77,10.0,2779.08,Tanger Corniche,5,2024,20
V09560,2024-03-11,Sara Zahra,SANTAL SUAVE,5,566.11,0.0,2830.55,Agadir Marina,3,2024,11
V09561,2024-01-24,Amal Ait Ali,AMBER NIGHT,5,650.76,0.0,3253.8,Marrakech Gueliz,1,2024,4
V09562,2024-02-08,Mohamed El Amrani,FLORAL INTENSE,5,381.86,0.0,1909.3000000000002,Tanger Corniche,2,2024,6
V09563,2024-03-03,Karim Zahra,CITRUS BREEZE,2,317.52,0.0,635.04,Tanger Corniche,3,2024,9
V09564,2024-03-18,Sara Zahra,ROSE ÉLÉGANCE,1,493.97,20.0,493.97,Casablanca Maarif,3,2024,12
V09565,2025-05-12,Youssef Ouardi,FLORAL INTENSE,2,395.27,0.0,790.54,Casablanca Maarif,5,2025,20
V09566,2025-04-17,Imane Ait Ali,ROSE ÉLÉGANCE,5,460.37,0.0,2301.85,Marrakech Gueliz,4,2025,16
V09567,2025-04-29,Nadia Hassan,FLORAL INTENSE,2,365.99,0.0,731.98,Marrakech Gueliz,4,2025,18
V09568,2024-10-24,Mohamed El Amrani,CITRUS BREEZE,3,301.73,5.0,905.19,Casablanca Anfa,10,2024,43
V09569,2025-08-26,Omar Khadiri,JASMIN PURE,5,397.73,0.0,1988.65,Casablanca Maarif,8,2025,35
V09570,2024-02-11,Nadia Hassan,BOIS MYSTIQUE,1,642.02,0.0,642.02,Agadir Marina,2,2024,6
V09571,2025-03-01,Omar Khadiri,JASMIN PURE,4,439.34,0.0,1757.36,Casablanca Maarif,3,2025,9
V09572,2025-08-24,Omar Mehdi,AMBER NIGHT,2,698.21,5.0,1396.42,Casablanca Maarif,8,2025,34
V09573,2025-03-25,Mohamed Zahra,AMBER NIGHT,5,667.33,0.0,3336.65,Tanger Corniche,3,2025,13
V09574,2024-11-20,Omar Ait Ali,OUD ROYAL,2,800.35,0.0,1600.7,Casablanca Anfa,11,2024,47
V09575,2025-09-26,Karim Khadiri,VANILLE INTENSE,1,490.78,0.0,490.78,Rabat Agdal,9,2025,39
V09576,2024-01-23,Fatima Rachid,AMBER NIGHT,2,695.79,0.0,1391.58,Rabat Agdal,1,2024,4
V09577,2025-03-02,Youssef Ouardi,BOIS MYSTIQUE,1,626.83,0.0,626.83,Rabat Agdal,3,2025,9
V09578,2025-05-30,Lina Ouardi,CITRUS BREEZE,2,334.2,0.0,668.4,Casablanca Anfa,5,2025,22
V09579,2024-01-05,Lina Rachid,BOIS MYSTIQUE,5,644.65,0.0,3223.25,Rabat Hay Riad,1,2024,1
V09580,2025-07-26,Sara Bouziane,OUD ROYAL,3,691.1,0.0,2073.3,Rabat Agdal,7,2025,30
V09581,2025-03-17,Mohamed Mehdi,OUD ROYAL,4,744.41,20.0,2977.64,Casablanca Anfa,3,2025,12
V09582,2024-07-07,Mohamed Hassan,JASMIN PURE,2,413.63,0.0,827.26,Agadir Marina,7,2024,27
V09583,2024-04-19,Lina Bouziane,ROSE ÉLÉGANCE,3,467.16,0.0,1401.48,Rabat Hay Riad,4,2024,16
V09584,2024-12-01,Lina Rachid,ROSE ÉLÉGANCE,1,411.16,0.0,411.16,Agadir Marina,12,2024,48
V09585,2024-04-19,Lina Bouziane,ROSE ÉLÉGANCE,4,424.12,0.0,1696.48,Rabat Hay Riad,4,2024,16
V09586,2025-07-28,Sara El Amrani,VANILLE INTENSE,2,458.73,10.0,917.46,Casablanca Anfa,7,2025,31
V09587,2024-07-22,Fatima Zahra,VANILLE INTENSE,1,456.02,0.0,456.02,Tanger Corniche,7,2024,30
V09588,2024-10-06,Mohamed Khadiri,ROSE ÉLÉGANCE,3,468.35,0.0,1405.0500000000002,Agadir Marina,10,2024,40
V09589,2025-08-13,Youssef El Amrani,SANTAL SUAVE,4,507.84,0.0,2031.36,Casablanca Maarif,8,2025,33
V09590,2025-06-06,Mohamed El Amrani,OUD ROYAL,1,800.56,15.0,800.56,Casablanca Maarif,6,2025,23
V09591,2024-11-06,Youssef Khadiri,VANILLE INTENSE,3,455.96,0.0,1367.8799999999999,Casablanca Maarif,11,2024,45
V09592,2024-06-19,Omar Hassan,FLORAL INTENSE,1,439.08,0.0,439.08,Tanger Corniche,6,2024,25
V09593,2025-04-23,Sara Bouziane,SANTAL SUAVE,1,559.79,5.0,559.79,Agadir Marina,4,2025,17
V09594,2024-01-09,Imane Ouardi,SANTAL SUAVE,1,526.27,5.0,526.27,Tanger Corniche,1,2024,2
V09595,2024-04-20,Nadia El Amrani,ROSE ÉLÉGANCE,3,438.29,10.0,1314.8700000000001,Casablanca Maarif,4,2024,16
V09596,2024-09-18,Fatima Mehdi,JASMIN PURE,1,444.16,15.0,444.16,Rabat Hay Riad,9,2024,38
V09597,2025-02-23,Youssef Benali,SANTAL SUAVE,3,556.11,10.0,1668.33,Agadir Marina,2,2025,8
V09598,2024-09-02,Mohamed Ouardi,OUD ROYAL,2,745.14,5.0,1490.28,Tanger Corniche,9,2024,36
V09599,2024-07-08,Amal Hassan,SANTAL SUAVE,5,576.76,15.0,2883.8,Rabat Agdal,7,2024,28
V09600,2024-08-23,Karim Ait Ali,AMBER NIGHT,3,613.84,20.0,1841.52,Rabat Hay Riad,8,2024,34
V09601,2024-03-12,Imane Mehdi,MUSC BLANC,3,397.57,5.0,1192.71,Casablanca Anfa,3,2024,11
V09602,2025-01-21,Amal Benali,FLORAL INTENSE,5,435.17,0.0,2175.85,Agadir Marina,1,2025,4
V09603,2024-03-15,Youssef Mehdi,FLORAL INTENSE,3,396.02,0.0,1188.06,Tanger Corniche,3,2024,11
V09604,2024-01-24,Imane Hassan,FLORAL INTENSE,4,394.1,0.0,1576.4,Rabat Agdal,1,2024,4
V09605,2025-04-17,Youssef Benali,CITRUS BREEZE,1,348.51,10.0,348.51,Rabat Agdal,4,2025,16
V09606,2024-02-03,Karim Benali,AMBER NIGHT,2,737.26,15.0,1474.52,Rabat Agdal,2,2024,5
V09607,2025-07-29,Fatima Mehdi,VANILLE INTENSE,5,456.55,20.0,2282.75,Rabat Hay Riad,7,2025,31
V09608,2025-04-23,Omar Benali,ROSE ÉLÉGANCE,4,488.8,0.0,1955.2,Tanger Corniche,4,2025,17
V09609,2024-04-29,Fatima Ouardi,ROSE ÉLÉGANCE,1,478.93,15.0,478.93,Rabat Agdal,4,2024,18
V09610,2024-09-23,Imane Zahra,FLORAL INTENSE,1,419.72,10.0,419.72,Agadir Marina,9,2024,39
V09611,2024-04-11,Amal Ait Ali,BOIS MYSTIQUE,2,631.53,10.0,1263.06,Marrakech Gueliz,4,2024,15
V09612,2025-02-24,Nadia Khadiri,CITRUS BREEZE,4,299.17,5.0,1196.68,Agadir Marina,2,2025,9
V09613,2024-12-18,Youssef Ouardi,JASMIN PURE,1,438.02,5.0,438.02,Agadir Marina,12,2024,51
V09614,2024-08-26,Karim Ait Ali,SANTAL SUAVE,3,599.42,15.0,1798.2599999999998,Marrakech Gueliz,8,2024,35
V09615,2024-07-03,Nadia Ouardi,VANILLE INTENSE,4,496.12,0.0,1984.48,Casablanca Maarif,7,2024,27
V09616,2024-07-13,Mohamed Mehdi,SANTAL SUAVE,5,601.03,0.0,3005.1499999999996,Casablanca Maarif,7,2024,28
V09617,2025-02-05,Sara Benali,OUD ROYAL,2,690.66,5.0,1381.32,Rabat Hay Riad,2,2025,6
V09618,2025-05-19,Omar Hassan,OUD ROYAL,5,745.73,20.0,3728.65,Rabat Hay Riad,5,2025,21
V09619,2025-04-17,Omar Ouardi,VANILLE INTENSE,5,535.39,0.0,2676.95,Agadir Marina,4,2025,16
V09620,2024-02-28,Imane Hassan,VANILLE INTENSE,3,505.42,0.0,1516.26,Rabat Hay Riad,2,2024,9
V09621,2024-02-23,Nadia Benali,CITRUS BREEZE,2,328.54,0.0,657.08,Agadir Marina,2,2024,8
V09622,2024-10-05,Fatima Rachid,CITRUS BREEZE,1,309.39,0.0,309.39,Tanger Corniche,10,2024,40
V09623,2025-06-13,Nadia Benali,VANILLE INTENSE,3,524.1,0.0,1572.3000000000002,Rabat Hay Riad,6,2025,24
V09624,2025-06-01,Omar Ouardi,AMBER NIGHT,2,674.57,0.0,1349.14,Marrakech Gueliz,6,2025,22
V09625,2024-01-27,Imane Benali,BOIS MYSTIQUE,1,609.78,0.0,609.78,Marrakech Gueliz,1,2024,4
V09626,2024-05-03,Fatima El Amrani,AMBER NIGHT,4,747.83,5.0,2991.32,Tanger Corniche,5,2024,18
V09627,2025-08-06,Imane Bouziane,ROSE ÉLÉGANCE,5,481.13,15.0,2405.65,Rabat Agdal,8,2025,32
V09628,2024-07-18,Sara El Amrani,SANTAL SUAVE,2,531.27,0.0,1062.54,Tanger Corniche,7,2024,29
V09629,2024-10-15,Imane Benali,BOIS MYSTIQUE,5,584.73,15.0,2923.65,Casablanca Maarif,10,2024,42
V09630,2024-06-23,Karim El Amrani,MUSC BLANC,4,415.74,10.0,1662.96,Casablanca Anfa,6,2024,25
V09631,2024-10-04,Imane El Amrani,FLORAL INTENSE,4,388.65,5.0,1554.6,Rabat Hay Riad,10,2024,40
V09632,2025-04-29,Youssef Zahra,ROSE ÉLÉGANCE,1,448.58,0.0,448.58,Agadir Marina,4,2025,18
V09633,2024-08-14,Omar Khadiri,CITRUS BREEZE,5,297.26,0.0,1486.3,Casablanca Maarif,8,2024,33
V09634,2024-05-26,Sara Khadiri,OUD ROYAL,3,796.07,0.0,2388.21,Rabat Hay Riad,5,2024,21
V09635,2024-06-26,Sara Hassan,CITRUS BREEZE,4,324.64,0.0,1298.56,Marrakech Gueliz,6,2024,26
V09636,2025-04-18,Youssef Mehdi,CITRUS BREEZE,5,338.26,0.0,1691.3,Rabat Agdal,4,2025,16
V09637,2025-01-11,Sara Benali,CITRUS BREEZE,5,317.84,0.0,1589.1999999999998,Marrakech Gueliz,1,2025,2
V09638,2025-06-11,Imane Ouardi,BOIS MYSTIQUE,5,623.56,5.0,3117.7999999999997,Casablanca Maarif,6,2025,24
V09639,2024-12-20,Youssef El Amrani,ROSE ÉLÉGANCE,5,412.06,0.0,2060.3,Agadir Marina,12,2024,51
V09640,2024-07-21,Youssef Bouziane,FLORAL INTENSE,4,365.67,20.0,1462.68,Casablanca Maarif,7,2024,29
V09641,2025-08-28,Karim Rachid,CITRUS BREEZE,1,318.97,0.0,318.97,Marrakech Gueliz,8,2025,35
V09642,2025-06-03,Omar El Amrani,JASMIN PURE,5,452.45,5.0,2262.25,Rabat Hay Riad,6,2025,23
V09643,2025-04-21,Fatima Benali,CITRUS BREEZE,1,329.6,0.0,329.6,Casablanca Maarif,4,2025,17
V09644,2024-05-15,Mohamed Zahra,ROSE ÉLÉGANCE,4,435.98,10.0,1743.92,Agadir Marina,5,2024,20
V09645,2024-07-19,Nadia El Amrani,AMBER NIGHT,5,633.7,0.0,3168.5,Marrakech Gueliz,7,2024,29
V09646,2024-02-29,Omar Bouziane,BOIS MYSTIQUE,3,576.83,10.0,1730.4900000000002,Casablanca Maarif,2,2024,9
V09647,2024-07-06,Omar Mehdi,FLORAL INTENSE,3,407.49,0.0,1222.47,Casablanca Maarif,7,2024,27
V09648,2025-06-07,Imane Hassan,OUD ROYAL,4,722.07,0.0,2888.28,Tanger Corniche,6,2025,23
V09649,2024-09-09,Mohamed Hassan,SANTAL SUAVE,1,587.7,0.0,587.7,Casablanca Maarif,9,2024,37
V09650,2025-07-05,Fatima Mehdi,MUSC BLANC,2,346.64,0.0,693.28,Casablanca Anfa,7,2025,27
V09651,2024-07-27,Omar Rachid,FLORAL INTENSE,3,378.67,0.0,1136.01,Casablanca Maarif,7,2024,30
V09652,2024-05-05,Lina Rachid,SANTAL SUAVE,5,514.66,20.0,2573.2999999999997,Tanger Corniche,5,2024,18
V09653,2024-05-19,Lina Ait Ali,SANTAL SUAVE,4,539.82,20.0,2159.28,Rabat Hay Riad,5,2024,20
V09654,2024-08-12,Amal Mehdi,AMBER NIGHT,4,699.53,0.0,2798.12,Casablanca Maarif,8,2024,33
V09655,2024-04-08,Karim El Amrani,ROSE ÉLÉGANCE,5,452.99,0.0,2264.95,Rabat Agdal,4,2024,15
V09656,2024-09-24,Mohamed Bouziane,OUD ROYAL,1,812.1,0.0,812.1,Casablanca Maarif,9,2024,39
V09657,2025-07-12,Lina Rachid,FLORAL INTENSE,2,374.43,0.0,748.86,Casablanca Maarif,7,2025,28
V09658,2024-01-10,Fatima Mehdi,BOIS MYSTIQUE,4,590.78,0.0,2363.12,Marrakech Gueliz,1,2024,2
V09659,2025-03-03,Mohamed Mehdi,BOIS MYSTIQUE,1,574.02,20.0,574.02,Casablanca Maarif,3,2025,10
V09660,2024-03-04,Karim Hassan,BOIS MYSTIQUE,5,652.96,5.0,3264.8,Tanger Corniche,3,2024,10
V09661,2024-11-02,Mohamed Rachid,AMBER NIGHT,1,633.7,0.0,633.7,Casablanca Anfa,11,2024,44
V09662,2024-06-14,Amal Ouardi,JASMIN PURE,4,414.34,10.0,1657.36,Casablanca Maarif,6,2024,24
V09663,2024-11-25,Mohamed Hassan,VANILLE INTENSE,1,517.85,0.0,517.85,Casablanca Anfa,11,2024,48
V09664,2025-09-28,Youssef Bouziane,SANTAL SUAVE,4,552.8,5.0,2211.2,Rabat Hay Riad,9,2025,39
V09665,2025-08-28,Sara Khadiri,JASMIN PURE,2,426.45,0.0,852.9,Tanger Corniche,8,2025,35
V09666,2024-06-29,Lina Benali,AMBER NIGHT,1,716.74,0.0,716.74,Rabat Agdal,6,2024,26
V09667,2025-01-09,Sara Bouziane,MUSC BLANC,4,373.37,20.0,1493.48,Marrakech Gueliz,1,2025,2
V09668,2025-09-14,Amal Ouardi,VANILLE INTENSE,4,506.05,0.0,2024.2,Tanger Corniche,9,2025,37
V09669,2025-05-07,Amal Ait Ali,AMBER NIGHT,2,635.01,10.0,1270.02,Marrakech Gueliz,5,2025,19
V09670,2025-04-07,Youssef Ouardi,FLORAL INTENSE,3,381.7,0.0,1145.1,Agadir Marina,4,2025,15
V09671,2024-09-16,Imane Khadiri,AMBER NIGHT,4,617.78,0.0,2471.12,Casablanca Anfa,9,2024,38
V09672,2024-06-27,Omar El Amrani,AMBER NIGHT,4,627.01,0.0,2508.04,Tanger Corniche,6,2024,26
V09673,2025-08-22,Nadia Ait Ali,BOIS MYSTIQUE,3,562.23,0.0,1686.69,Rabat Agdal,8,2025,34
V09674,2025-08-19,Fatima Bouziane,VANILLE INTENSE,3,499.3,0.0,1497.9,Marrakech Gueliz,8,2025,34
V09675,2024-06-20,Nadia Zahra,FLORAL INTENSE,3,439.3,0.0,1317.9,Casablanca Maarif,6,2024,25
